month,starting_mrr,new_mrr,expansion_mrr,churned_mrr,ending_mrr,grr,nrr,cac,ltv,ltv_cac_ratio,gross_margin
2025-05-01,292685.80627169996,13501.719899999998,137.94807059999312,3939.96555,302385.50869229995,0.9865385834721943,0.9870099014098735,2903.3178260869563,10797.249079642814,3.7189345867087407,0.806
2025-06-01,302385.50869229995,12915.759825,102.62121255000875,4853.720474999999,310550.16925484996,0.9839485678530349,0.9842879399776907,3135.113953488372,12911.675132567627,4.1184069619546335,0.81
2025-07-01,310550.16925484996,13289.617349999999,107.10750284997266,5065.823025,318881.0710826999,0.9836875856897609,0.9840324816629524,2927.3340909090907,12074.143581521997,4.124620971353612,0.8140000000000001
2025-08-01,318881.0710826999,11420.329725,111.03032880005594,3677.5154249999996,326734.9157115,0.9884674389341653,0.9888156262016725,3411.272051282051,15360.795992548112,4.502952494444147,0.8169282032302755
2025-09-01,326734.9157115,11637.7884,84.67605134991936,5495.384249999999,332961.9959128499,0.9831809090925185,0.9834400673498034,3873.5722222222225,13406.80680633181,3.4610963826667684,0.8180000000000001
2025-10-01,332961.9959128499,12541.9023,89.16234165005426,5707.4868,339885.57375449996,0.9828584436960971,0.9831262290372007,3007.962857142857,12380.833687153392,4.1160194707036535,0.8169282032302755
2025-11-01,339885.57375449996,11900.238524999999,89.16234164998332,4747.669199999999,347127.30542114994,0.986031566013363,0.9862938964814233,3345.361219512195,15361.694060111198,4.59193882278314,0.8140000000000001
2025-12-01,347127.30542114994,11420.329725,75.70347075003156,6025.640625,352597.6979919,0.982641409849077,0.9828594954608043,3338.58,11277.163286436526,3.3778322779255032,0.8099999999999999
2026-01-01,352597.6979919,14084.043166124997,12447.132384705696,5081.254021124999,374047.61952160567,0.9855890890664812,1.0208903189258767,2929.4385106382974,17258.3831890899,5.891362159135901,0.806
2026-02-01,374047.61952160567,17623.070623124997,156.70618445249238,5687.722698749998,386139.67363043316,0.9847941213848002,0.9852130685355746,2323.5945454545454,15034.233804173029,6.470248363073175,0.8030717967697245
2026-03-01,386139.67363043316,17074.255274999996,152.06287399200482,6184.428306749998,397181.56347267516,0.9839839603928681,0.9843777631652233,3050.4844,14135.793042589623,4.6339502810077065,0.802
2026-04-01,397181.56347267516,19170.840776624995,170.63611583396778,6074.665237124998,410448.3751280091,0.9847055709635352,0.9851351883766447,2273.148305084746,15206.869258428336,6.689783163030977,0.8030717967697245
2026-05-01,410448.3751280091,16405.698396374995,124.78619683127363,6403.954445999998,420574.9052752154,0.9843976615962903,0.9847016856938211,2625.3862264150944,13796.098173129441,5.254883275581019,0.806
2026-06-01,420574.9052752154,16457.808136499996,115.49957591026396,6790.896984374998,430357.31600325066,0.9838532996163164,0.9841279226964421,2394.039464285714,13605.617000824583,5.683121437133016,0.81
2026-07-01,430357.31600325066,16515.461465999997,124.78619683128454,6403.954445999998,440593.60922008194,0.9851194479381138,0.9854094074489458,2506.6666666666665,14600.988353726847,5.824862375156987,0.8140000000000001
2026-08-01,440593.60922008194,16018.755857999997,115.49957591021303,6790.896984374998,449936.96766961715,0.9845869371632604,0.9848490825359876,2623.846153846154,14405.513590475195,5.490227988161171,0.8169282032302755
2026-09-01,449936.96766961715,15908.992788374995,115.49957591024759,6900.660053999998,459060.7999799024,0.9846630516053372,0.9849197532862604,2696.470588235294,14177.462192291765,5.2577848444363005,0.8180000000000001
2026-10-01,459060.7999799024,15908.992788374995,115.49957591024759,6900.660053999998,468184.63229018764,0.9849678734182877,0.9852194731539118,2717.6470588235293,14445.167793999142,5.315321482640377,0.8169282032302755
2026-11-01,468184.63229018764,16405.698396374995,120.1428863707315,6900.660053999998,477809.81351893337,0.9852608146913228,0.9855174290226882,2635.4716981132074,14673.279515796035,5.5676103546476945,0.8140000000000001
2026-12-01,477809.81351893337,17289.346542749998,124.78619683127181,7287.6025923749985,487936.34366613964,0.9847479009719288,0.9850090638725236,2513.5714285714284,14343.704305137073,5.7065035598726634,0.81
