cohort_month,observation_month,age_months,customers_acquired,customers_retained,logo_retention,cohort_mrr
2023-02-01,2023-07-01,5,45,40,0.8888888888888888,12449.867663136665
2023-02-01,2023-08-01,6,45,39,0.8666666666666667,12211.452697387598
2023-02-01,2023-09-01,7,45,39,0.8666666666666667,12284.721413571924
2023-02-01,2023-10-01,8,45,38,0.8444444444444444,12041.546928154552
2023-02-01,2023-11-01,9,45,37,0.8222222222222222,11795.012098941283
2023-02-01,2023-12-01,10,45,36,0.8,11545.08535608804
2023-02-01,2024-01-01,11,45,35,0.7777777777777778,11291.734871884997
2023-02-01,2024-02-01,12,45,35,0.7777777777777778,11359.485281116307
2023-02-01,2024-03-01,13,45,34,0.7555555555555555,11101.138130151492
2023-02-01,2024-04-01,14,45,33,0.7333333333333333,10839.281871904977
2023-02-01,2024-05-01,15,45,32,0.7111111111111111,10573.883697586816
2023-02-01,2024-06-01,16,45,32,0.7111111111111111,10637.326999772338
2023-02-01,2024-07-01,17,45,31,0.6888888888888889,10366.73999421563
2023-02-01,2024-08-01,18,45,30,0.6666666666666666,10092.523000820249
2023-02-01,2024-09-01,19,45,30,0.6666666666666666,10153.078138825169
2023-02-01,2024-10-01,20,45,29,0.6444444444444445,9873.530054069517
2023-02-01,2024-11-01,21,45,28,0.6222222222222222,9590.261881483797
2023-02-01,2024-12-01,22,45,28,0.6222222222222222,9647.8034527727
2023-02-01,2025-01-01,23,45,27,0.6,9359.058478007577
2023-02-01,2025-02-01,24,45,26,0.5777777777777777,9066.501242620969
2023-02-01,2025-03-01,25,45,26,0.5777777777777777,9120.900250076695
2023-02-01,2025-04-01,26,45,25,0.5555555555555556,8822.716972670341
2023-02-01,2025-05-01,27,45,25,0.5555555555555556,8875.653274506363
2023-02-01,2025-06-01,28,45,24,0.5333333333333333,8571.750906387266
2023-02-01,2025-07-01,29,45,24,0.5333333333333333,8623.18141182559
2023-02-01,2025-08-01,30,45,23,0.5111111111111111,8313.465479450853
2023-02-01,2025-09-01,31,45,23,0.5111111111111111,8363.346272327557
2023-02-01,2025-10-01,32,45,22,0.4888888888888889,8047.720856484935
2023-02-01,2025-11-01,33,45,22,0.4888888888888889,8096.007181623846
2023-02-01,2025-12-01,34,45,21,0.4666666666666667,7774.374896317516
2023-02-01,2026-01-01,35,45,21,0.4666666666666667,7821.021145695421
2023-02-01,2026-02-01,36,45,20,0.4444444444444444,7493.283116732947
2023-02-01,2026-03-01,37,45,20,0.4444444444444444,7538.242815433345
2023-02-01,2026-04-01,38,45,19,0.4222222222222222,7204.2986587096475
2023-02-01,2026-05-01,39,45,19,0.4222222222222222,7247.524450661906
2023-02-01,2026-06-01,40,45,19,0.4222222222222222,7291.009597365877
2023-02-01,2026-07-01,41,45,18,0.4,6948.715883636911
2023-02-01,2026-08-01,42,45,18,0.4,6990.408178938732
2023-02-01,2026-09-01,43,45,17,0.37777777777777777,6641.664482011677
2023-02-01,2026-10-01,44,45,17,0.37777777777777777,6681.514468903748
2023-02-01,2026-11-01,45,45,17,0.37777777777777777,6721.60355571717
2023-02-01,2026-12-01,46,45,16,0.35555555555555557,6364.172401930798
2023-03-01,2023-03-01,0,40,40,1.0,15966.350469476558
2023-03-01,2023-04-01,1,40,39,0.975,15660.594857986083
2023-03-01,2023-05-01,2,40,38,0.95,15350.595390540817
2023-03-01,2023-06-01,3,40,37,0.925,15036.312148071327
2023-03-01,2023-07-01,4,40,36,0.9,14717.70488525814
2023-03-01,2023-08-01,5,40,35,0.875,14394.733028053863
2023-03-01,2023-09-01,6,40,34,0.85,14067.355671187266
2023-03-01,2023-10-01,7,40,33,0.825,13735.53157564926
2023-03-01,2023-11-01,8,40,32,0.8,13399.219166160636
2023-03-01,2023-12-01,9,40,32,0.8,13479.6144811576
2023-03-01,2024-01-01,10,40,31,0.775,13136.726787793155
2023-03-01,2024-02-01,11,40,30,0.75,12789.239175987013
2023-03-01,2024-03-01,12,40,29,0.725,12437.108790674838
2023-03-01,2024-04-01,13,40,28,0.7,12080.292428128581
2023-03-01,2024-05-01,14,40,28,0.7,12152.774182697352
2023-03-01,2024-06-01,15,40,27,0.675,11789.059012515194
2023-03-01,2024-07-01,16,40,26,0.65,11420.541760420278
2023-03-01,2024-08-01,17,40,26,0.65,11489.065010982798
2023-03-01,2024-09-01,18,40,25,0.625,11113.46096254682
2023-03-01,2024-10-01,19,40,24,0.6,10732.936059189218
2023-03-01,2024-11-01,20,40,24,0.6,10797.333675544356
2023-03-01,2024-12-01,21,40,23,0.575,10409.52944103105
2023-03-01,2025-01-01,22,40,23,0.575,10471.986617677238
2023-03-01,2025-02-01,23,40,22,0.55,10076.78294880142
2023-03-01,2025-03-01,24,40,21,0.525,9676.459844380855
2023-03-01,2025-04-01,25,40,21,0.525,9734.51860344714
2023-03-01,2025-05-01,26,40,20,0.5,9326.595919112211
2023-03-01,2025-06-01,27,40,20,0.5,9382.555494626884
2023-03-01,2025-07-01,28,40,19,0.475,8966.908286214913
2023-03-01,2025-08-01,29,40,19,0.475,9020.709735932203
2023-03-01,2025-09-01,30,40,18,0.45,8597.211152540018
2023-03-01,2025-10-01,31,40,18,0.45,8648.794419455258
2023-03-01,2025-11-01,32,40,17,0.425,8217.315675640213
2023-03-01,2025-12-01,33,40,17,0.425,8266.619569694056
2023-03-01,2026-01-01,34,40,16,0.4,7827.029917282088
2023-03-01,2026-02-01,35,40,16,0.4,7873.992096785781
2023-03-01,2026-03-01,36,40,16,0.4,7921.236049366495
2023-03-01,2026-04-01,37,40,15,0.375,7470.715749058775
2023-03-01,2026-05-01,38,40,15,0.375,7515.540043553127
2023-03-01,2026-06-01,39,40,14,0.35,7056.591064893484
2023-03-01,2026-07-01,40,40,14,0.35,7098.930611282845
2023-03-01,2026-08-01,41,40,14,0.35,7141.524194950542
2023-03-01,2026-09-01,42,40,13,0.325,6671.203815825943
2023-03-01,2026-10-01,43,40,13,0.325,6711.231038720898
2023-03-01,2026-11-01,44,40,13,0.325,6751.4984249532245
2023-03-01,2026-12-01,45,40,12,0.3,6269.545306618101
2023-04-01,2023-04-01,0,38,38,1.0,15066.841366157081
2023-04-01,2023-05-01,1,38,37,0.9736842105263158,14758.367613976287
2023-04-01,2023-06-01,2,38,36,0.9473684210526315,14445.64977048014
2023-04-01,2023-07-01,3,38,35,0.9210526315789473,14128.648011627938
2023-04-01,2023-08-01,4,38,35,0.9210526315789473,14213.419899697705
2023-04-01,2023-09-01,5,38,34,0.8947368421052632,13890.166121407436
2023-04-01,2023-10-01,6,38,33,0.868421052631579,13562.521614661298
2023-04-01,2023-11-01,7,38,32,0.8421052631578947,13230.445327853833
2023-04-01,2023-12-01,8,38,31,0.8157894736842105,12893.89587482655
2023-04-01,2024-01-01,9,38,31,0.8157894736842105,12971.259250075509
2023-04-01,2024-02-01,10,38,30,0.7894736842105263,12628.148521525127
2023-04-01,2024-03-01,11,38,29,0.7631578947368421,12280.453498899135
2023-04-01,2024-04-01,12,38,29,0.7631578947368421,12354.13621989253
2023-04-01,2024-05-01,13,38,28,0.7368421052631579,11999.700311790786
2023-04-01,2024-06-01,14,38,27,0.7105263157894737,11640.566423887905
2023-04-01,2024-07-01,15,38,27,0.7105263157894737,11710.409822431231
2023-04-01,2024-08-01,16,38,26,0.6842105263157895,11344.351085759678
2023-04-01,2024-09-01,17,38,25,0.6578947368421053,10973.478069494457
2023-04-01,2024-10-01,18,38,25,0.6578947368421053,11039.318937911423
2023-04-01,2024-11-01,19,38,24,0.631578947368421,10661.332657477336
2023-04-01,2024-12-01,20,38,24,0.631578947368421,10725.3006534222
2023-04-01,2025-01-01,21,38,23,0.6052631578947368,10340.083604953454
2023-04-01,2025-02-01,22,38,23,0.6052631578947368,10402.124106583175
2023-04-01,2025-03-01,23,38,22,0.5789473684210527,10009.556988126036
2023-04-01,2025-04-01,24,38,21,0.5526315789473685,9611.904587779572
2023-04-01,2025-05-01,25,38,21,0.5526315789473685,9669.57601530625
2023-04-01,2025-06-01,26,38,20,0.5263157894736842,9264.374734664847
2023-04-01,2025-07-01,27,38,20,0.5263157894736842,9319.960983072835
2023-04-01,2025-08-01,28,38,20,0.5263157894736842,9375.880748971274
2023-04-01,2025-09-01,29,38,19,0.5,8960.529231791845
2023-04-01,2025-10-01,30,38,19,0.5,9014.292407182596
2023-04-01,2025-11-01,31,38,18,0.47368421052631576,8591.095100487497
2023-04-01,2025-12-01,32,38,18,0.47368421052631576,8642.641671090423
2023-04-01,2026-01-01,33,38,17,0.4473684210526316,8211.469881054913
2023-04-01,2026-02-01,34,38,17,0.4473684210526316,8260.73870034124
2023-04-01,2026-03-01,35,38,17,0.4473684210526316,8310.303132543288
2023-04-01,2026-04-01,36,38,16,0.42105263157894735,7868.39054243628
2023-04-01,2026-05-01,37,38,16,0.42105263157894735,7915.600885690898
2023-04-01,2026-06-01,38,38,15,0.39473684210526316,7465.4010853172285
2023-04-01,2026-07-01,39,38,15,0.39473684210526316,7510.193491829134
2023-04-01,2026-08-01,40,38,15,0.39473684210526316,7555.254652780108
2023-04-01,2026-09-01,41,38,14,0.3684210526315789,7093.880435317002
2023-04-01,2026-10-01,42,38,14,0.3684210526315789,7136.443717928903
2023-04-01,2026-11-01,43,38,14,0.3684210526315789,7179.262380236477
2023-04-01,2026-12-01,44,38,13,0.34210526315789475,6706.4566720523335
2023-05-01,2023-05-01,0,32,32,1.0,10893.031138792137
2023-05-01,2023-06-01,1,32,31,0.96875,10615.939659199114
2023-05-01,2023-07-01,2,32,31,0.96875,10679.635297154307
2023-05-01,2023-08-01,3,32,30,0.9375,10397.141718326355
2023-05-01,2023-09-01,4,32,29,0.90625,10110.87374968177
2023-05-01,2023-10-01,5,32,29,0.90625,10171.53899217986
2023-05-01,2023-11-01,6,32,28,0.875,9879.721045921458
2023-05-01,2023-12-01,7,32,28,0.875,9938.999372196988
2023-05-01,2024-01-01,8,32,27,0.84375,9641.539319557663
2023-05-01,2024-02-01,9,32,26,0.8125,9340.151942309267
2023-05-01,2024-03-01,10,32,26,0.8125,9396.192853963124
2023-05-01,2024-04-01,11,32,25,0.78125,9089.0096260451
2023-05-01,2024-05-01,12,32,25,0.78125,9143.54368380137
2023-05-01,2024-06-01,13,32,24,0.75,8830.468748068011
2023-05-01,2024-07-01,14,32,24,0.75,8883.45156055642
2023-05-01,2024-08-01,15,32,23,0.71875,8564.387592006433
2023-05-01,2024-09-01,16,32,23,0.71875,8615.773917558474
2023-05-01,2024-10-01,17,32,22,0.6875,8290.622101887135
2023-05-01,2024-11-01,18,32,22,0.6875,8340.365834498458
2023-05-01,2024-12-01,19,32,21,0.65625,8009.0258463461105
2023-05-01,2025-01-01,20,32,21,0.65625,8057.080001424188
2023-05-01,2025-02-01,21,32,20,0.625,7719.449982316888
2023-05-01,2025-03-01,22,32,20,0.625,7765.7666822107885
2023-05-01,2025-04-01,23,32,20,0.625,7812.361282304055
2023-05-01,2025-05-01,24,32,19,0.59375,7466.273677497985
2023-05-01,2025-06-01,25,32,19,0.59375,7511.071319562972
2023-05-01,2025-07-01,26,32,18,0.5625,7158.446287086648
2023-05-01,2025-08-01,27,32,18,0.5625,7201.396964809167
2023-05-01,2025-09-01,28,32,18,0.5625,7244.605346598023
2023-05-01,2025-10-01,29,32,17,0.53125,6883.180035417744
2023-05-01,2025-11-01,30,32,17,0.53125,6924.47911563025
2023-05-01,2025-12-01,31,32,17,0.53125,6966.025990324031
2023-05-01,2026-01-01,32,32,16,0.5,6595.597314132683
2023-05-01,2026-02-01,33,32,16,0.5,6635.17089801748
2023-05-01,2026-03-01,34,32,16,0.5,6674.981923405584
2023-05-01,2026-04-01,35,32,15,0.46875,6295.342326511892
2023-05-01,2026-05-01,36,32,15,0.46875,6333.114380470963
2023-05-01,2026-06-01,37,32,15,0.46875,6371.113066753788
2023-05-01,2026-07-01,38,32,14,0.4375,5982.05042881069
2023-05-01,2026-08-01,39,32,14,0.4375,6017.942731383555
2023-05-01,2026-09-01,40,32,14,0.4375,6054.050387771857
2023-05-01,2026-10-01,41,32,13,0.40625,5655.347926520024
2023-05-01,2026-11-01,42,32,13,0.40625,5689.280014079144
2023-05-01,2026-12-01,43,32,13,0.40625,5723.415694163618
2023-06-01,2023-06-01,0,47,47,1.0,14639.664984650983
2023-06-01,2023-07-01,1,47,46,0.9787234042553191,14414.151847440615
2023-06-01,2023-08-01,2,47,46,0.9787234042553191,14500.636758525257
2023-06-01,2023-09-01,3,47,45,0.9574468085106383,14270.51795779214
2023-06-01,2023-10-01,4,47,44,0.9361702127659575,14037.115708526917
2023-06-01,2023-11-01,5,47,44,0.9361702127659575,14121.338402778078
2023-06-01,2023-12-01,6,47,43,0.9148936170212766,13883.201286985775
2023-06-01,2024-01-01,7,47,42,0.8936170212765957,13641.698157621464
2023-06-01,2024-02-01,8,47,42,0.8936170212765957,13723.548346567193
2023-06-01,2024-03-01,9,47,41,0.8723404255319149,13477.1779786312
2023-06-01,2024-04-01,10,47,40,0.851063829787234,13227.357118539501
2023-06-01,2024-05-01,11,47,40,0.851063829787234,13306.721261250737
2023-06-01,2024-06-01,12,47,39,0.8297872340425532,13051.897549097788
2023-06-01,2024-07-01,13,47,39,0.8297872340425532,13130.208934392374
2023-06-01,2024-08-01,14,47,38,0.8085106382978723,12870.298131896197
2023-06-01,2024-09-01,15,47,37,0.7872340425531915,12606.795712248428
2023-06-01,2024-10-01,16,47,37,0.7872340425531915,12682.43648652192
2023-06-01,2024-11-01,17,47,36,0.7659574468085106,12413.70594042913
2023-06-01,2024-12-01,18,47,36,0.7659574468085106,12488.188176071704
2023-06-01,2025-01-01,19,47,35,0.7446808510638298,12214.141824430131
2023-06-01,2025-02-01,20,47,35,0.7446808510638298,12287.426675376713
2023-06-01,2025-03-01,21,47,34,0.723404255319149,12007.975485845287
2023-06-01,2025-04-01,22,47,34,0.723404255319149,12080.023338760358
2023-06-01,2025-05-01,23,47,33,0.7021276595744681,11795.076905887248
2023-06-01,2025-06-01,24,47,33,0.7021276595744681,11865.84736732257
2023-06-01,2025-07-01,25,47,32,0.6808510638297872,11575.313892389338
2023-06-01,2025-08-01,26,47,32,0.6808510638297872,11644.765775743675
2023-06-01,2025-09-01,27,47,31,0.6595744680851063,11348.552046323195
2023-06-01,2025-10-01,28,47,31,0.6595744680851063,11416.643358601135
2023-06-01,2025-11-01,29,47,30,0.6382978723404256,11114.654727825233
2023-06-01,2025-12-01,30,47,30,0.6382978723404256,11181.342656192184
2023-06-01,2026-01-01,31,47,29,0.6170212765957447,10873.483021725026
2023-06-01,2026-02-01,32,47,29,0.6170212765957447,10938.723919855376
2023-06-01,2026-03-01,33,47,28,0.5957446808510638,10624.895702568492
2023-06-01,2026-04-01,34,47,28,0.5957446808510638,10688.645076783901
2023-06-01,2026-05-01,35,47,28,0.5957446808510638,10752.776947244605
2023-06-01,2026-06-01,36,47,27,0.574468085106383,10430.961694323498
2023-06-01,2026-07-01,37,47,27,0.574468085106383,10493.54746448944
2023-06-01,2026-08-01,38,47,26,0.5531914893617021,10165.526943747622
2023-06-01,2026-09-01,39,47,26,0.5531914893617021,10226.520105410109
2023-06-01,2026-10-01,40,47,26,0.5531914893617021,10287.87922604257
2023-06-01,2026-11-01,41,47,25,0.5319148936170213,9951.544712883486
2023-06-01,2026-12-01,42,47,25,0.5319148936170213,10011.253981160786
2023-07-01,2023-07-01,0,40,40,1.0,11389.577057325816
2023-07-01,2023-08-01,1,40,39,0.975,11171.466656678027
2023-07-01,2023-09-01,2,40,38,0.95,10950.3289064484
2023-07-01,2023-10-01,3,40,37,0.925,10726.13533041638
2023-07-01,2023-11-01,4,40,36,0.9,10498.85721963134
2023-07-01,2023-12-01,5,40,36,0.9,10561.850362949128
2023-07-01,2024-01-01,6,40,35,0.875,10330.076424428853
2023-07-01,2024-02-01,7,40,34,0.85,10095.140972033272
2023-07-01,2024-03-01,8,40,33,0.825,9857.014411457663
2023-07-01,2024-04-01,9,40,32,0.8,9615.666907080154
2023-07-01,2024-05-01,10,40,32,0.8,9673.360908522638
2023-07-01,2024-06-01,11,40,31,0.775,9427.294790412092
2023-07-01,2024-07-01,12,40,30,0.75,9177.927637891516
2023-07-01,2024-08-01,13,40,29,0.725,8925.228696928236
2023-07-01,2024-09-01,14,40,29,0.725,8978.780069109805
2023-07-01,2024-10-01,15,40,28,0.7,8721.181965058102
2023-07-01,2024-11-01,16,40,27,0.675,8460.169447675293
2023-07-01,2024-12-01,17,40,27,0.675,8510.930464361343
2023-07-01,2025-01-01,18,40,26,0.65,8244.885082438344
2023-07-01,2025-02-01,19,40,25,0.625,7975.340762435553
2023-07-01,2025-03-01,20,40,25,0.625,8023.192807010167
2023-07-01,2025-04-01,21,40,24,0.6,7748.478685298138
2023-07-01,2025-05-01,22,40,24,0.6,7794.969557409927
2023-07-01,2025-06-01,23,40,23,0.575,7515.00023413962
2023-07-01,2025-07-01,24,40,23,0.575,7560.090235544459
2023-07-01,2025-08-01,25,40,22,0.55,7274.77900404652
2023-07-01,2025-09-01,26,40,22,0.55,7318.4276780708
2023-07-01,2025-10-01,27,40,21,0.525,7027.6865057692585
2023-07-01,2025-11-01,28,40,21,0.525,7069.852624803875
2023-07-01,2025-12-01,29,40,20,0.5,6773.592133859712
2023-07-01,2026-01-01,30,40,20,0.5,6814.233686662869
2023-07-01,2026-02-01,31,40,19,0.475,6512.363134343705
2023-07-01,2026-03-01,32,40,19,0.475,6551.437313149768
2023-07-01,2026-04-01,33,40,18,0.45,6243.864571921895
2023-07-01,2026-05-01,34,40,18,0.45,6281.327759353426
2023-07-01,2026-06-01,35,40,17,0.425,5967.959296692349
2023-07-01,2026-07-01,36,40,17,0.425,6003.767052472503
2023-07-01,2026-08-01,37,40,17,0.425,6039.789654787338
2023-07-01,2026-09-01,38,40,16,0.4,5718.614957850411
2023-07-01,2026-10-01,39,40,16,0.4,5752.926647597515
2023-07-01,2026-11-01,40,40,15,0.375,5425.7289445154065
2023-07-01,2026-12-01,41,40,15,0.375,5458.283318182499
2023-08-01,2023-08-01,0,29,29,1.0,10005.382137533468
2023-08-01,2023-09-01,1,29,28,0.9655172413793104,9718.331174139405
2023-08-01,2023-10-01,2,29,28,0.9655172413793104,9776.64116118424
2023-08-01,2023-11-01,3,29,27,0.9310344827586207,9484.040257860228
2023-08-01,2023-12-01,4,29,27,0.9310344827586207,9540.944499407387
2023-08-01,2024-01-01,5,29,26,0.896551724137931,9242.70164172221
2023-08-01,2024-02-01,6,29,26,0.896551724137931,9298.157851572543
2023-08-01,2024-03-01,7,29,25,0.8620689655172413,8994.179614117287
2023-08-01,2024-04-01,8,29,25,0.8620689655172413,9048.14469180199
2023-08-01,2024-05-01,9,29,25,0.8620689655172413,9102.433559952802
2023-08-01,2024-06-01,10,29,24,0.8275862068965517,8790.766234860019
2023-08-01,2024-07-01,11,29,24,0.8275862068965517,8843.510832269178
2023-08-01,2024-08-01,12,29,23,0.7931034482758621,8525.881401543511
2023-08-01,2024-09-01,13,29,23,0.7931034482758621,8577.036689952773
2023-08-01,2024-10-01,14,29,22,0.7586206896551724,8253.346783566729
2023-08-01,2024-11-01,15,29,22,0.7586206896551724,8302.866864268128
2023-08-01,2024-12-01,16,29,22,0.7586206896551724,8352.684065453737
2023-08-01,2025-01-01,17,29,21,0.7241379310344828,8020.854707580711
2023-08-01,2025-02-01,18,29,21,0.7241379310344828,8068.979835826196
2023-08-01,2025-03-01,19,29,20,0.6896551724137931,7730.8511569915745
2023-08-01,2025-04-01,20,29,20,0.6896551724137931,7777.236263933524
2023-08-01,2025-05-01,21,29,20,0.6896551724137931,7823.899681517125
2023-08-01,2025-06-01,22,29,19,0.6551724137931034,7477.300925625916
2023-08-01,2025-07-01,23,29,19,0.6551724137931034,7522.164731179672
2023-08-01,2025-08-01,24,29,19,0.6551724137931034,7567.29771956675
2023-08-01,2025-09-01,25,29,18,0.6206896551724138,7212.033005574458
2023-08-01,2025-10-01,26,29,18,0.6206896551724138,7255.305203607905
2023-08-01,2025-11-01,27,29,18,0.6206896551724138,7298.837034829552
2023-08-01,2025-12-01,28,29,17,0.5862068965517241,6934.706164980835
2023-08-01,2026-01-01,29,29,17,0.5862068965517241,6976.31440197072
2023-08-01,2026-02-01,30,29,17,0.5862068965517241,7018.172288382543
2023-08-01,2026-03-01,31,29,16,0.5517241379310345,6644.970656106201
2023-08-01,2026-04-01,32,29,16,0.5517241379310345,6684.840480042839
2023-08-01,2026-05-01,33,29,16,0.5517241379310345,6724.949522923096
2023-08-01,2026-06-01,34,29,15,0.5172413793103449,6342.468018806844
2023-08-01,2026-07-01,35,29,15,0.5172413793103449,6380.522826919686
2023-08-01,2026-08-01,36,29,15,0.5172413793103449,6418.805963881203
2023-08-01,2026-09-01,37,29,15,0.5172413793103449,6457.318799664491
2023-08-01,2026-10-01,38,29,14,0.4827586206896552,6062.991864964979
2023-08-01,2026-11-01,39,29,14,0.4827586206896552,6099.36981615477
2023-08-01,2026-12-01,40,29,14,0.4827586206896552,6135.966035051699
2023-09-01,2023-09-01,0,53,53,1.0,21801.833396149927
2023-09-01,2023-10-01,1,53,52,0.9811320754716981,21518.820917347075
2023-09-01,2023-11-01,2,53,50,0.9433962264150944,20815.321002741497
2023-09-01,2023-12-01,3,53,49,0.9245283018867925,20521.40867018279
2023-09-01,2024-01-01,4,53,48,0.9056603773584906,20223.220038077274
2023-09-01,2024-02-01,5,53,47,0.8867924528301887,19920.714371674367
2023-09-01,2024-03-01,6,53,46,0.8679245283018868,19613.850601353257
2023-09-01,2024-04-01,7,53,45,0.8490566037735849,19302.587320070914
2023-09-01,2024-05-01,8,53,44,0.8301886792452831,18986.882780791526
2023-09-01,2024-06-01,9,53,42,0.7924528301886793,18232.585710318268
2023-09-01,2024-07-01,10,53,41,0.7735849056603774,17905.2673858997
2023-09-01,2024-08-01,11,53,40,0.7547169811320755,17573.36486850253
2023-09-01,2024-09-01,12,53,39,0.7358490566037735,17236.83493127071
2023-09-01,2024-10-01,13,53,38,0.7169811320754716,16895.633993656837
2023-09-01,2024-11-01,14,53,38,0.7169811320754716,16997.00779761878
2023-09-01,2024-12-01,15,53,37,0.6981132075471698,16649.016427446477
2023-09-01,2025-01-01,16,53,36,0.6792452830188679,16296.237268551395
2023-09-01,2025-02-01,17,53,35,0.660377358490566,15938.625395158184
2023-09-01,2025-03-01,18,53,34,0.6415094339622641,15576.135514742586
2023-09-01,2025-04-01,19,53,33,0.6226415094339622,15208.721965247776
2023-09-01,2025-05-01,20,53,32,0.6037735849056604,14836.338712280498
2023-09-01,2025-06-01,21,53,32,0.6037735849056604,14925.35674455418
2023-09-01,2025-07-01,22,53,31,0.5849056603773585,14545.692982364582
2023-09-01,2025-08-01,23,53,30,0.5660377358490566,14160.935942185908
2023-09-01,2025-09-01,24,53,29,0.5471698113207547,13771.038172577722
2023-09-01,2025-10-01,25,53,29,0.5471698113207547,13853.664401613187
2023-09-01,2025-11-01,26,53,28,0.5283018867924528,13456.207547056563
2023-09-01,2025-12-01,27,53,27,0.5094339622641509,13053.482478326796
2023-09-01,2026-01-01,28,53,27,0.5094339622641509,13131.803373196759
2023-09-01,2026-02-01,29,53,26,0.49056603773584906,12721.312927012388
2023-09-01,2026-03-01,30,53,25,0.4716981132075472,12305.423850552364
2023-09-01,2026-04-01,31,53,25,0.4716981132075472,12379.25639365568
2023-09-01,2026-05-01,32,53,24,0.4528301886792453,11955.390654736912
2023-09-01,2026-06-01,33,53,24,0.4528301886792453,12027.122998665334
2023-09-01,2026-07-01,34,53,23,0.4339622641509434,11595.148830963268
2023-09-01,2026-08-01,35,53,22,0.41509433962264153,11157.557996820828
2023-09-01,2026-09-01,36,53,22,0.41509433962264153,11224.503344801751
2023-09-01,2026-10-01,37,53,21,0.39622641509433965,10778.58443919463
